,kGraph,SPF,kShape,kMeans,Time2Feat,DTC,Reservoir,Affinity,Agglomerative,BIRCH,DBSCAN,Gauss.-Mixt.,HDBSCAN,MeanShift,MB-KMeans,OPTICS,Spectral,Ward,Train Size,Test Size,Length,No. of Classes,Type
ChlorineConcentration,0.003865254095658645,0.0009401036369092,-0.0001995921229424354,0.00020076094736485992,-0.0006682506084885003,0.00321289698559507,0.0050000418928979,0.0026435896939225,0.0025140731371705,0.0030130827681952,0.0,0.0004406379941482,0.0227721421389071,0.0,0.0037470131448729,0.0066525413615287,0.0310261086479348,0.0113980818598041,467,3840,166,3,SIMULATED
Plane,0.9689797027315468,0.9736982115469964,0.7472329984110331,0.7333855407049858,0.47256542636286253,0.568345903720273,0.0,0.83034950210538,0.7039371379952315,0.804349491793066,0.0,0.8160547910272407,0.8450479233226837,0.0,0.6688379997700034,0.9126956439793802,0.905792673765188,0.8274936780456364,105,105,144,7,SENSOR
PhalangesOutlinesCorrect,0.0013021734633457279,0.00792855705943,0.010671491834589552,0.010542697394235098,-0.0005381351801835293,0.01913364223348929,0.005136318676199,0.0076502507685457,0.0005783700893455,0.0003982563252842,0.0,-0.0007277784481321,0.0040602727941408,0.0,0.0086399243550815,0.0,0.0012542851079088,0.0002465565283941,1800,858,80,2,IMAGE
DistalPhalanxOutlineAgeGroup,0.2653872951704096,0.226410616020083,0.44195015723000297,0.4406446281515034,0.34042805900846107,0.1302051756431167,0.3440109140798961,0.1459935158491906,0.0054751632820243,0.4186367691737867,0.0,0.4296496573528489,0.2259668532897192,0.0,0.4309943099806971,0.4071375090632609,0.2184163617769071,0.4407537259398375,400,139,80,3,IMAGE
InsectEPGSmallTrain,0.4422270251381071,0.4238699245359384,0.041984433398057484,0.15387079660799333,0.6907591222214043,0.11847068417122641,0.7573537058314755,0.8611762435142822,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7845777328041228,1.0,1.0,17,249,601,3,EPG
EOGVerticalSignal,0.11996970373528779,0.1180339278054896,0.14770804989818262,0.15088595656151452,0.08505597295034734,0.1296404281527861,0.0370441316875113,0.0444218266966543,8.512521617021082e-05,0.1165254456194294,0.0,0.1290685211452144,0.0005855213094723,0.0,0.12199826691298,0.0004522056579276,0.1475210254631823,0.1124593556873036,362,362,1250,12,EOG
CricketZ,0.13723130605414502,0.1255387585973524,0.1844683688801539,0.10654466443137411,0.09667082484561718,0.046345876681253666,0.0204500044715813,0.0688209799931732,4.034362260107561e-05,0.0989574215480207,0.0,0.1028580096487091,0.0280011977816167,0.0,0.113254356893667,0.0,0.1192512352418372,0.1049509350261177,390,390,300,12,MOTION
RefrigerationDevices,0.02674891551410949,0.0009171032687189,0.003081973766590052,-0.00014550575294693693,0.011310782210854586,-4.5939003286614194e-05,0.013870581750506,2.876725341759832e-05,-3.555574518619655e-06,0.0003217462754989,0.0,0.0007209618970492,-0.0004167426904227,0.0,0.0003805647902882,0.0,0.0192056972597943,0.0003949782212047,375,375,720,3,DEVICE
MixedShapesRegularTrain,0.41362155665548955,0.3443677530377737,0.4201913389623055,0.4617975938574094,0.1688707443138155,0.5181593781862796,0.1645167532163718,0.0186225659895866,0.0068163409472059,0.5242983059803022,0.0,0.4893791169698397,0.0461414485012002,0.0,0.4312477359422157,0.1385881509881163,0.555586065457603,0.5795962854560643,2925,2925,1024,5,IMAGE
GunPoint,-0.004888072935031618,0.0056459405688228,-0.005050505050505051,-0.005050505050505051,0.045053562124126735,0.04160175558119103,0.1053698807526707,0.0685542679451265,-0.005050505050505,-0.005050505050505,0.0,-0.005050505050505,0.0071765551016771,0.0,-0.005050505050505,0.0801406402165252,0.2274121426380615,-0.005050505050505,50,150,150,2,MOTION
ECG200,0.2893886303815907,0.2101722674179514,0.2177730129798825,0.19939794519363147,0.1430510666891529,0.23764221615902284,0.079357060048159,0.0,0.0098278282716323,0.2344122565196298,0.0,0.154785178516458,0.0098278282716323,0.0,0.2539638948705609,0.3569526340782285,0.219355457920045,0.2718675788092102,100,100,96,2,ECG
ToeSegmentation2,0.523630583399153,0.1506229338033913,0.21639728928693636,-0.001219119012015803,-0.0019462795003991277,0.012443274459379039,0.2185187428334883,0.0128282713761141,0.0233455709309987,-0.01078769947656,0.0,-0.0022695998239469,0.0375734136624394,0.0,0.0049770754977918,0.0,-0.0135173510535582,-0.01078769947656,36,130,343,2,MOTION
WordSynonyms,0.14509738704886854,0.1976218428238842,0.22225671111514136,0.1544614980954916,0.07867681252832374,0.10769457972984997,0.0039474818693992,0.0972231233484385,0.0106407484958564,0.214488569259991,0.0,0.1703677065835765,0.0650214456492567,0.0,0.1614636939593183,0.0,0.1610667863372798,0.1984845915500916,267,638,270,25,IMAGE
Fungi,0.9454206753980976,0.3076572086877464,0.41363083070065676,0.7084023785284976,0.4776246015148467,0.2946483269527844,0.0,0.749122480085047,0.705215395554334,0.7129791709334674,0.0,0.6268373195350059,0.0558192545916756,0.0,0.6680371902671887,0.2422911118714466,0.6806996919859084,0.7200287540756335,18,186,201,18,OTHER
BirdChicken,0.28912271100846465,0.2260795587947261,0.23529602173524022,0.03546914639427509,0.4881945927101012,0.05279449636754844,0.4778156996587031,0.0067199784960688,0.0,-0.0149842271293375,0.0,-0.0149842271293375,0.0573385255807707,0.0,-0.002630021697679,0.0149960536700868,0.0662983425414364,0.0239833159541188,20,20,512,2,IMAGE
SemgHandGenderCh2,-0.0014082331539061748,0.0185123793227591,0.05177698889160618,0.08962905652710532,0.038122523423970746,0.050378737798497004,0.0,0.00841847305057,0.0011109111013963,-0.0056499530005545,0.0,-0.0045240455568974,0.0059592942840829,0.0,-0.0056499530005545,0.0,0.0374387163868667,0.0229439120262047,300,600,1500,2,SPECTRO
OliveOil,0.5967335244767472,0.6439937889263445,0.662458908363868,0.654133615538323,0.33857820887269907,0.0,0.0,0.1776216895788351,0.0770875470078581,0.723408276767337,0.0,0.723408276767337,0.164721922645477,0.0,0.723408276767337,0.6132044758213775,0.5278287899514783,0.723408276767337,30,30,570,4,SPECTRO
BME,0.47059190753751234,0.1805975667665028,0.18286790767052138,0.1272340965908601,0.324027397330121,0.1627818451858433,0.1416626506024096,0.2846494787320576,0.1404306626203283,0.3027354931718334,0.0,0.3355729925292487,0.0012838190190827,0.0,0.2200411350266627,0.1597260782305458,0.2200411350266627,0.2910967203610026,30,150,128,3,SIMULATED
LargeKitchenAppliances,0.011138943924448953,0.0336630989064847,0.1394673726512718,0.02106428913690935,0.04323141622104957,0.020892456299653087,0.0,0.0019455906218578,-3.555574518619655e-06,0.0404564301435165,0.0,0.0086209695660839,0.0012259846854089,0.0001292045085138,0.0028375274988269,0.0020282796205583,0.0376208708026299,0.0134817784698013,375,375,720,3,DEVICE
SonyAIBORobotSurface2,0.36395754612785247,0.3971274678820061,0.15421778568529262,0.3204888129625115,0.3745205704441287,0.3109077763108075,0.0806638244071533,0.0600151448595129,0.2997343677772863,0.2974677452233203,0.0,0.3228343312803112,0.0062638171292965,0.0,0.3112303440369086,0.0,0.2997343677772863,0.2974677452233203,27,953,65,2,SENSOR
Lightning2,0.016157334336583114,0.0561602321253107,0.062083662797031314,0.054439662977566486,0.01982585507249756,0.056700759878645,0.0205424480963633,0.0052141320411583,0.0085985940709749,0.1952288686427285,0.0,0.1854979583208162,-0.0107448852143941,0.0,0.0955365705138723,0.0705225982877794,-0.0080767620720506,0.2394982940339535,60,61,637,2,SENSOR
EthanolLevel,0.0016742022057332016,0.0015706821442877,0.0032569396759517715,0.0032567227213988596,0.032152759660249636,0.001542367443180716,0.0,0.0012862954878814,3.743775365208973e-05,0.0129000283495535,0.0,0.0085437444967932,0.0003138213308266,0.0,0.0097391239633688,0.0,0.0098768759111032,0.0058383680723175,504,500,1751,4,SPECTRO
UWaveGestureLibraryX,0.18694516932324742,0.3583110863775546,0.33804919655502164,0.3540043608890094,0.12130364055458938,0.34777144043350305,0.0233843371183755,0.0371295589130159,1.515852941146781e-06,0.4207619720104469,0.0,0.1928817829531869,0.0743932845587581,0.0,0.2757297134732054,0.0,0.3725717184428823,0.3893269355838316,896,3582,315,8,MOTION
FreezerRegularTrain,0.807994128629512,0.3960343833628039,0.2774183873923949,0.28849044211733965,0.09473960093592587,0.1426859785831231,-8.185895340298807e-06,0.0583518581960584,0.0002240913885068,0.2799583897168503,0.0,0.2785435887307179,0.0444525177551915,0.0,0.2971544594535536,0.2042336766923734,6.935685127574257e-05,0.2612159862441944,150,2850,301,2,SENSOR
Fish,0.4781349474843658,0.4213654264617211,0.18046234568795042,0.18411935882009156,0.03598562629749945,0.08478097679085696,0.0,0.1169848173439466,-3.499892660550096e-06,0.1895623119596332,0.0,0.209963923580616,0.0781605029014838,0.0,0.2433466194353138,0.0,0.2655296329695666,0.2139568009454919,175,175,463,7,IMAGE
ProximalPhalanxOutlineCorrect,0.05238444091891111,0.0522718206767194,0.06645328771602414,0.06757899818682235,0.0440500606879962,0.0477420180835413,0.0169517663704498,0.0129949456885633,0.0025020321435192,0.0473461320454932,0.0,0.0408753905652752,0.0115136209823007,0.0,0.059352285610744,0.0,0.0512404450299648,0.0435949816867214,600,291,80,2,IMAGE
NonInvasiveFetalECGThorax2,0.3813389183952271,0.3719351617602159,0.4927144812950015,0.4931204467812349,0.25609924758978686,0.1024439270576208,0.0,0.1254181726798421,0.010744254497437,0.4369384860929907,0.0,0.4510429738937052,0.0237001311982754,0.0,0.3656561837658628,0.0,0.5283094952937174,0.4992876736461689,1800,1965,750,42,ECG
