,kGraph,SPF,kShape,kMeans,Time2Feat,DTC,Reservoir,Affinity,Agglomerative,BIRCH,DBSCAN,Gauss.-Mixt.,HDBSCAN,MeanShift,MB-KMeans,OPTICS,Spectral,Ward,Train Size,Test Size,Length,No. of Classes,Type
MixedShapesSmallTrain,0.4548350078379341,0.3874697613427583,0.45207037466527317,0.49719066193782463,0.25797636167140137,0.5447923716773159,0.1882473544795151,0.2573870650378246,2.639379833676484e-05,0.6648457026794651,0.0,0.5282026962927363,0.0875634943815237,0.0,0.4210791080496068,0.3172751593314143,0.6813361533544907,0.5815681989274305,100,2425,1024,5,IMAGE
FordB,0.13957667316215475,0.0014379592912279,0.021351733767054064,0.00017265496834721245,0.01322426482962227,0.0014456275506953928,0.002479787953684,0.000222902796359,-1.088164876317946e-05,3.018318626520848e-05,0.0,0.1906899640413317,0.0169321174651475,0.0,0.0002484893298076,0.0,-3.227626534867861e-05,0.0001274507615495,3636,810,500,2,SENSOR
InsectWingbeatSound,0.4124539831713472,0.4288689911578115,0.4260187368673397,0.5162896691897557,0.22834942454096518,0.5034786789848824,0.0,0.3634325280212242,-3.928455674132822e-06,0.5598496728768957,0.0,0.5497652184165231,0.025075757178394,-4.7653806366538266e-05,0.5127351590468294,0.0,0.5724413513208012,0.5463504400268288,2200,2200,256,11,AUDIO
MedicalImages,0.23193635913829777,0.1925540921253496,0.20412851902152968,0.2259441352802519,0.2384143932670423,0.10915796137334594,0.1064113392735514,0.2714974454382491,0.0306496751466824,0.2721800903304242,-0.0003211772381079,0.2626315241514612,0.1304016331044559,0.0,0.2280798549984896,0.0,0.1966391221205235,0.2594446469561063,381,760,99,10,IMAGE
Symbols,0.8814968415586539,0.9013818239349074,0.761703109034763,0.7675441022804644,0.8017322816956763,0.807587650073235,0.2208322876720692,0.576813193760695,0.5161092785182141,0.7879341545101218,0.0133219483884222,0.7921261916878771,0.8312490896939366,0.0,0.6542303703314071,0.8324898469943974,0.8092806844719677,0.7922248600612237,25,995,398,6,IMAGE
ArrowHead,0.20354604260581932,0.1692935492250009,0.24253888723141728,0.26407320620005503,0.013745037948990707,0.2500616469882249,0.0757870538881691,0.3457526181134875,0.0136154130543667,0.2488824816504967,0.0,0.2613857890204487,0.0972413287251623,0.0,0.2405994979505548,0.0387610233478756,0.273929657395268,0.3339127616094659,36,175,251,3,IMAGE
ProximalPhalanxOutlineAgeGroup,0.5296068389664842,0.3028463214091691,0.4643095436932292,0.4557251490143798,0.4362870670315072,0.24461263608257178,0.1675637005599911,0.2975738755626327,-0.0009359874465317,0.4924693370225875,0.0,0.4931567668225579,-0.0031630035705863,0.0,0.4358409286805721,0.5290084704201734,0.4548827427343953,0.5255535817113364,400,205,80,3,IMAGE
EOGHorizontalSignal,0.27451540867593127,0.2795657116398566,0.30016612515793484,0.35698711601198585,0.35668860623274884,0.29190094792218,0.2393759407625064,0.187111644243771,-1.9113409124305977e-07,0.4003251982769779,0.0,0.4045018201033211,0.0938627494994736,0.0,0.3584578895787668,0.0,0.4450545595895058,0.4038591259812402,362,362,1250,12,EOG
TwoPatterns,0.554398123490593,0.2445640397694482,0.33731676463593424,0.01767957850618489,0.01285669380163455,0.017320743266893993,0.23189421784986,0.2868975530361103,1.4263166148825642e-05,0.0648801882931852,0.0,0.0012902914315485,-0.0002391545925975,0.0,0.0331292425181573,0.0,0.1258164915471867,0.1593289571792684,1000,4000,128,4,SIMULATED
ChlorineConcentration,0.001946579556540343,0.0012699774643708,0.0005003935236012546,0.000869938154436549,0.0008979605168851634,0.010996286258817989,0.0124056914298507,0.048826697527078,0.0055480172864267,0.0019005175827656,0.0,0.0004454193871778,0.2868781472904623,0.0,0.003273018178007,0.0164661758169074,0.0584079648214461,0.0602522860184526,467,3840,166,3,SIMULATED
Plane,0.9719286207169487,0.9765041002889268,0.8613037670160688,0.8507215827380679,0.6164419988876577,0.7715231271323738,0.0,0.88241977929505,0.8620134035678844,0.8929889247466232,0.0,0.9072245913430133,0.8895405450980102,0.0,0.8186723860171211,0.9380835206570444,0.9252225627062374,0.928718551051328,105,105,144,7,SENSOR
PhalangesOutlinesCorrect,0.00011106702787572584,0.0052630945049932,0.009925242973467276,0.009846783788463292,-7.980822698082382e-05,0.010264315102110197,0.0140062531744925,0.0496253362340349,0.0004174328725849,-0.0001995947617238,0.0,-0.0002493673372629,0.0057711789579978,0.0,0.0072939020750202,0.0,6.897044411311144e-05,-0.0002279593151139,1800,858,80,2,IMAGE
DistalPhalanxOutlineAgeGroup,0.3255726719634554,0.2458232529769316,0.325378199671435,0.32598584949927956,0.33599501746466803,0.16129237316780085,0.2642160584255345,0.2271144523117074,0.0035017961070645,0.3735194027530677,0.0,0.3061866123108033,0.1412807296854822,0.0,0.3093179256580161,0.405313686593288,0.3215864711323635,0.3339839731431741,400,139,80,3,IMAGE
InsectEPGSmallTrain,0.42547726291838445,0.4085193321454248,0.2507620901913626,0.16959171980361548,0.7043426040846563,0.15906574070642127,0.8063232495146361,0.8918434805103335,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8733784851369254,1.0,1.0,17,249,601,3,EPG
EOGVerticalSignal,0.22232898633508674,0.2368219587649895,0.2769875901553687,0.2913962067824021,0.19819331494017225,0.22211183315615812,0.0977665189020273,0.2151622947011085,0.0004777720383306,0.231724116522275,0.0,0.259594887032794,0.018702817895624,0.0,0.2517886101757927,0.0094100475659755,0.3049821455763028,0.2393406333618681,362,362,1250,12,EOG
CricketZ,0.25852272235707735,0.2557754919059654,0.34571688737661677,0.2285123570173068,0.22696267743805182,0.11747472847821565,0.0795633952973095,0.2752908719642283,8.80521240030101e-05,0.2290854262277363,0.0,0.2169072864568394,0.0577393946541696,0.0,0.242717853096855,0.0,0.2630520343592476,0.2388441389525392,390,390,300,12,MOTION
RefrigerationDevices,0.027082516616290984,0.0008604080848823,0.0028933484630263863,-0.00012305256632557784,0.010865163634978376,0.001636570426067877,0.0456125483519357,0.0006997917083777,-3.198663223000928e-06,0.0031263898521142,0.0,0.0006571755125598,-0.0007616550281651,0.0,0.0003219411363524,0.0,0.0178578902685535,0.0130558762611594,375,375,720,3,DEVICE
MixedShapesRegularTrain,0.4685584338716161,0.3997866325470086,0.5026389821657421,0.5057769781923358,0.2619235456118472,0.5500069370576256,0.1754192415740157,0.2614820897146261,0.0389903656313954,0.6194550973911394,0.0,0.5267579420786804,0.0994981299531834,0.0,0.4798347583587781,0.3614487339712594,0.6702115201120175,0.6351223474817819,2925,2925,1024,5,IMAGE
GunPoint,-0.0035318241369270546,0.0041513905134166,-0.0036472861196873213,-0.0036472861196854773,0.05900886349949307,0.07891194002791978,0.1115430135844271,0.1983760349978402,-0.003647286119685,-0.003647286119685,0.0,-0.003647286119685,0.1357271366041742,0.0,-0.003647286119685,0.2035278317074865,0.2774244976295856,-0.003647286119685,50,150,150,2,MOTION
ECG200,0.21495617433050382,0.1815938914625127,0.12741130500669764,0.11098819840663006,0.12818169104650448,0.18817116740551595,0.1022231321461792,0.0,0.0069173814114723,0.1387677122070608,0.0,0.08085764455122,0.0069173814114723,0.0,0.1530632985599573,0.3941810103258016,0.1252325935705955,0.1799838573856692,100,100,96,2,ECG
